name_a,context_a,name_b,context_b,canonical_id_a,canonical_id_b,source_url_a,source_url_b,match,llm_match,lambda_val,context_quality_a,quality_reason_a,context_quality_b,quality_reason_b
venturia scab,"Apple scab is a common disease of plants in the rose family (Rosaceae) that is caused by the ascomycete fungus Venturia inaequalis. While this disease affects several plant genera, including Sorbus, Cotoneaster, and Pyrus, it is most commonly associated with the infection of Malus trees, including species of flowering crabapple, as well as cultivated apple.",scab of apple,"Apple scab is a common disease of plants in the rose family (Rosaceae) that is caused by the ascomycete fungus Venturia inaequalis. While this disease affects several plant genera, including Sorbus, Cotoneaster, and Pyrus, it is most commonly associated with the infection of Malus trees, including species of flowering crabapple, as well as cultivated apple.",apple_scab,apple_scab,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7411,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
apple black-rot,"Black rot is a name used for various diseases of cultivated plants caused by fungi or bacteria, producing dark brown discoloration and decay in the leaves of fruit and vegetables:A disease of the apple, pear and quince caused by a fungus A disease of grape vines caused by a fungus, affecting the aboveground part of the vine, and favored by warm, humid weather; also called grape rot A disease of cabbage and related plants caused by a bacterium known as Xanthomonas campestris.",septoria blight,"Septoria is a genus of fungal plant pathogens in the phylum Ascomycota. They cause necrotic leaf spots on the leaves of their hosts, producing filiform or cylindrical conidia inside pycnidia embedded in the leaves.",apple_black_rot,septoria_leaf_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.2383,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
diabrotica balteata,"Diabrotica balteata is a species of cucumber beetle in the family Chrysomelidae known commonly as the banded cucumber beetle. It occurs in the Americas, where its distribution extends from the United States to Colombia and Venezuela in South America.",proteles,Proteles is a genus of distinctive hyenas which contain the aardwolf (Proteles cristatus) and its close fossil relatives.,agrovoc_c_30027,agrovoc_c_a04d8e57,http://aims.fao.org/aos/agrovoc/c_30027,http://aims.fao.org/aos/agrovoc/c_a04d8e57,0,False,0.001,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
potyvirus,"Potyvirus is a genus of positive-strand RNA viruses in the family Potyviridae. Like begomoviruses, members of this genus may cause significant losses in agricultural, pastoral, horticultural, and ornamental crops.",wsmv,"Wheat streak mosaic virus (WSMV) is a plant pathogenic virus of the family Potyviridae that infects plants in the family Poaceae, especially wheat (Triticum spp.); it is globally distributed and vectored by the wheat curl mite, particularly in regions where wheat is widely grown.",agrovoc_c_32866,wheat_streak_mosaic_virus,http://aims.fao.org/aos/agrovoc/c_32866,https://en.wikipedia.org/wiki/Wheat_streak_mosaic_virus,0,True,0.3556,poor,poor phrase: 'is a genus of',good,pathogen + symptom/crop found
nucleorhabdovirus,"Nucleorhabdovirus was a genus of viruses in the family Rhabdoviridae. In 2020, the genus was split into the following three genera, all of which still contain the name nucleorhabdovirus and which are assigned to the same family:Alphanucleorhabdovirus Betanucleorhabdovirus Gammanucleorhabdovirus",sclerotinia libertiana,"Sclerotinia sclerotiorum is a plant pathogenic fungus and can cause a disease called white mold if conditions are conducive. sclerotiorum can also be known as cottony rot, watery soft rot, stem rot, drop, crown rot and blossom blight.",agrovoc_c_e8ba1725,agrovoc_c_27369,http://aims.fao.org/aos/agrovoc/c_e8ba1725,http://aims.fao.org/aos/agrovoc/c_27369,0,False,0.0063,medium,partial: only some disease signals present,good,pathogen + symptom/crop found
blast disease of rice,"Magnaporthe grisea, also known as rice blast fungus, rice rotten neck, rice seedling blight, blast of rice, oval leaf spot of graminea, pitting disease, ryegrass blast, Johnson spot, neck blast, wheat blast and Imochi (稲熱), is a plant-pathogenic fungus and model organism that causes a serious disease affecting rice.",pyricularia blast,Fungal disease of rice caused by Magnaporthe oryzae. Most devastating rice disease worldwide. Creates spindle-shaped gre,rice_blast,rice_blast,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7243,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
common scab,"Common scab is a plant disease of root and tuber crops caused by a small number of Streptomyces species, specifically S. Common scab mainly affects potato, but can also cause disease on radish, parsnip, beet, and carrot.",orbivirus,"Orbivirus is a genus of double-stranded RNA viruses in the order Reovirales and the family Sedoreoviridae. Unlike other reoviruses, orbiviruses are arboviruses.",agrovoc_c_35455,agrovoc_c_5377,http://aims.fao.org/aos/agrovoc/c_35455,http://aims.fao.org/aos/agrovoc/c_5377,0,False,0.1682,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
tomv,Tomato mosaic virus (ToMV) is a plant pathogenic virus. It is found worldwide and affects tomatoes and many other plants.,tomato mosaic,Tomato mosaic virus (ToMV) is a plant pathogenic virus. It is found worldwide and affects tomatoes and many other plants.,tomato_mosaic_virus,tomato_mosaic_virus,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7456,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
late blight disease,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",wheat fusarium head blight,"Gibberella zeae, also known by the name of its anamorph Fusarium graminearum, is a fungal plant pathogen which causes fusarium head blight (FHB), a devastating disease on wheat and barley.",late_blight,wheat_fusarium_head_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0591,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
turcicum blight,"Northern corn leaf blight (NCLB) or Turcicum leaf blight (TLB) is a foliar disease of corn (maize) caused by Exserohilum turcicum, the anamorph of the ascomycete Setosphaeria turcica.",marek's disease,"Marek's disease is a highly contagious viral neoplastic disease in chickens. It is named after József Marek, a Hungarian veterinarian who described it in 1907.",northern_corn_leaf_blight,agrovoc_c_4599,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_4599,0,False,0.9144,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
sigatoka disease,"Black sigatoka is a leaf-spot disease of banana plants caused by the ascomycete fungus Mycosphaerella fijiensis (Morelet), also known as black leaf streak.",banana black sigatoka,"Black sigatoka is a leaf-spot disease of banana plants caused by the ascomycete fungus Mycosphaerella fijiensis (Morelet), also known as black leaf streak.",black_sigatoka,black_sigatoka,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6673,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
coffee leaf rust,"Hemileia vastatrix is a multicellular basidiomycete fungus of the order Pucciniales that causes coffee leaf rust (CLR), a disease affecting the coffee plant.",clr,Fungal disease of coffee caused by Hemileia vastatrix. Orange-yellow powdery pustules on lower leaf surface. Historicall,coffee_leaf_rust,coffee_leaf_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.3496,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
apple-scab,Fungal disease of apple caused by Venturia inaequalis. Produces olive-green to black lesions on leaves and fruit surface,venturia scab,"Apple scab is a common disease of plants in the rose family (Rosaceae) that is caused by the ascomycete fungus Venturia inaequalis. While this disease affects several plant genera, including Sorbus, Cotoneaster, and Pyrus, it is most commonly associated with the infection of Malus trees, including species of flowering crabapple, as well as cultivated apple.",apple_scab,apple_scab,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6061,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
foc,Fungal disease of banana caused by Fusarium oxysporum f. sp. cubense. Also called Panama disease. Blocks water transport,banana panama disease,"Panama disease is a plant disease that infects banana plants. It is a wilting disease caused by the fungus Fusarium oxysporum f. The pathogen is resistant to fungicides, and its control is limited to phytosanitary measures.",banana_fusarium_wilt,banana_fusarium_wilt,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.523,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
scolopax rusticola,The ruff is a medium-sized wading bird that breeds in marshes and wet meadows across northern Eurasia. This highly grega,potexvirus,"Potexvirus is a genus of pathogenic viruses in the order Tymovirales, in the family Alphaflexiviridae. There are 52 species in this genus, three of which are assigned to a subgenus.",agrovoc_c_98b9ad4e,agrovoc_c_32865,http://aims.fao.org/aos/agrovoc/c_98b9ad4e,http://aims.fao.org/aos/agrovoc/c_32865,0,False,0.2262,medium,partial: only some disease signals present,poor,poor phrase: 'is a genus of'
alternaria blight,"Alternaria solani is a fungal pathogen that produces a disease in tomato and potato plants called early blight. The pathogen produces distinctive ""bullseye"" patterned leaf spots and can also cause stem lesions and fruit rot on tomato and tuber blight on potato.",hydrotaea,"Hydrotaea is a genus of insects in the housefly family, Muscidae. They occur in most regions of the world but are more populous in warmer climates. They are often found on feces in summer months, and are therefore generally found in close proximity to livestock.",early_blight,agrovoc_c_11671,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_11671,0,False,0.001,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
nlb,Fungal disease of corn caused by Exserohilum turcicum. Creates long cigar-shaped grey-green lesions on leaves. Major yie,brome mosaic bromovirus,"Brome mosaic virus (BMV) is a small, positive-stranded, icosahedral RNA plant virus belonging to the genus Bromovirus, family Bromoviridae, in the Alphavirus-like superfamily.",northern_corn_leaf_blight,agrovoc_c_32851,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_32851,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
isariopsis leaf spot,"Isariopsis is a genus of fungi in the family Mycosphaerellaceae. The plant disease called isariopsis leaf spot is actually caused by Pseudocercospora vitis, formerly known as I.",sclerotium cepivorum,"Stromatinia cepivora is a fungus in the division Ascomycota. It is the teleomorph of Sclerotium cepivorum, the cause of white rot in onions, garlic, and leeks.",grape_leaf_blight,agrovoc_c_26672,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_26672,0,False,0.001,poor,poor phrase: 'is a genus of',good,pathogen + symptom/crop found
prrs virus,"Porcine reproductive and respiratory syndrome virus (PRRSV), is a virus that causes a disease of pigs, called porcine reproductive and respiratory syndrome (PRRS), also known as blue-ear pig disease.",myrothecium,"The Urticaceae are a family, the nettle family, of flowering plants. The family name comes from the genus Urtica. The Ur",agrovoc_c_35370,agrovoc_c_26580,http://aims.fao.org/aos/agrovoc/c_35370,http://aims.fao.org/aos/agrovoc/c_26580,0,False,0.0338,medium,partial: only some disease signals present,medium,partial: only some disease signals present
late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",potato blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7735,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
late blight disease,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",potato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7774,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
sds,Fungal disease caused by Fusarium virguliforme. Infects roots early in season but foliar symptoms appear at reproductive,nairovirus,"Orthonairovirus is a genus of viruses in the family Nairoviridae of the order Hareavirales which includes viruses with circular, negative-sense single stranded RNA.",sudden_death_syndrome,agrovoc_c_35642,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_35642,0,False,0.001,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
erwinia carotovora,Erwinia is a genus of Enterobacterales bacteria containing mostly plant pathogenic species which was named for the famou,tomato yellow leaf curl virus,"Tomato yellow leaf curl virus (TYLCV) is a DNA virus from the genus Begomovirus and the family Geminiviridae. TYLCV is one of the most serious diseases affecting tomato plants, especially in tropical and subtropical areas, where it often causes major crop losses.",agrovoc_c_24748,tomato_yellow_leaf_curl,http://aims.fao.org/aos/agrovoc/c_24748,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,True,0.29,poor,poor phrase: 'is a genus of',good,pathogen + symptom/crop found
late blight of tomato,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late blight of potato,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7255,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
tomato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",alternaria blight,"Alternaria solani is a fungal pathogen that produces a disease in tomato and potato plants called early blight. The pathogen produces distinctive ""bullseye"" patterned leaf spots and can also cause stem lesions and fruit rot on tomato and tuber blight on potato.",late_blight,early_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
scabiosa,"Scabiosa is a genus in the honeysuckle family (Caprifoliaceae) of flowering plants. Many of the species in this genus have common names that include the word scabious, but some plants commonly known as scabious are currently classified in related genera such as Knautia and Succisa; at least some of these were formerly placed in Scabiosa.",rottboellia,Numerous non-native plants have been introduced to Texas in the United States and many of them have become invasive spec,agrovoc_c_27362,agrovoc_c_6668,http://aims.fao.org/aos/agrovoc/c_27362,http://aims.fao.org/aos/agrovoc/c_6668,0,False,0.1768,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
corn common rust,"Puccinia sorghi, or common rust of maize, is a species of rust fungus that infects corn and species from the plant genus Oxalis.",common rust,"Puccinia sorghi, or common rust of maize, is a species of rust fungus that infects corn and species from the plant genus Oxalis.",common_corn_rust,common_corn_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7441,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
tyzzer disease,"Tyzzer's disease is an acute epizootic bacterial disease found in rodents, rabbits, dogs, cats, birds, pandas, deer, foals, cattle, and other mammals including gerbils and spinifex hopping-mice.",pleurotus eryngii,"Fungiculture is the cultivation of fungi such as mushrooms. Cultivating fungi can yield foods, medicine, construction ma",agrovoc_c_15929,agrovoc_c_3152b5fe,http://aims.fao.org/aos/agrovoc/c_15929,http://aims.fao.org/aos/agrovoc/c_3152b5fe,0,False,0.0807,poor,no disease-specific information detected,medium,partial: only some disease signals present
alphavirus,"Alphavirus is a genus of RNA viruses, the sole genus in the Togaviridae family. Alphaviruses belong to group IV of the Baltimore classification of viruses, with a positive-sense, single-stranded RNA genome.",apple black-rot,"Black rot is a name used for various diseases of cultivated plants caused by fungi or bacteria, producing dark brown discoloration and decay in the leaves of fruit and vegetables:A disease of the apple, pear and quince caused by a fungus A disease of grape vines caused by a fungus, affecting the aboveground part of the vine, and favored by warm, humid weather; also called grape rot A disease of cabbage and related plants caused by a bacterium known as Xanthomonas campestris.",agrovoc_c_305,apple_black_rot,http://aims.fao.org/aos/agrovoc/c_305,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0729,poor,poor phrase: 'is a genus of',good,pathogen + symptom/crop found
pst,Fungal disease of wheat caused by Puccinia striiformis f. sp. tritici. Produces yellow-orange stripe-like pustules along,yellow rust of wheat,"Wheat yellow rust, also known as wheat stripe rust, is one of the three major wheat rust diseases, along with stem rust of wheat and leaf rust.",wheat_stripe_rust,wheat_stripe_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.4704,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
septoria spot,Septoria lycopersici is a fungal pathogen that is most commonly found infecting tomatoes. It causes one of the most destructive diseases of tomatoes and attacks tomatoes during any stage of development.,verticillium wilt,"Verticillium wilt is a wilt disease affecting over 350 species of eudicot plants. It is caused by six species of Verticillium fungi: V. dahliae, V. albo-atrum, V. longisporum, V. nubilum, V. theobromae and V. tricorpus.",septoria_leaf_spot,verticillium_wilt,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://en.wikipedia.org/wiki/Verticillium_wilt,0,False,0.0199,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
pneumovirus,"The genus Orthopneumovirus consists of pathogens that target the upper respiratory tract within their specific hosts. Every orthopneumovirus is characterized as host-specific, and has a range of diseases involved with respiratory illness.",head scab,Fungal disease of wheat caused by Fusarium graminearum. Causes premature bleaching of wheat heads and contaminates grain,agrovoc_c_6034,wheat_fusarium_head_blight,http://aims.fao.org/aos/agrovoc/c_6034,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
ylcv,"Viral disease caused by Tomato yellow leaf curl virus (TYLCV), transmitted by whitefly Bemisia tabaci. Causes severe yel",hantavirus,"Orthohantavirus is a genus of viruses that includes all hantaviruses that cause disease in humans, but are not spread by humans. Orthohantaviruses, hereafter referred to as hantaviruses, are naturally found primarily in rodents.",tomato_yellow_leaf_curl,agrovoc_c_35746,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_35746,0,False,0.044,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
tomato mold,"Cladosporium fulvum is an Ascomycete called Passalora fulva, a non-obligate pathogen that causes the disease on tomatoes known as the tomato leaf mold.",eurotiales,Aspergillus aculeatus is a fungus species in the genus Aspergillus. It has been implicated as the causative agent in pla,tomato_leaf_mold,agrovoc_c_31658,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_31658,0,False,0.001,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
fusarium scab,"Gibberella zeae, also known by the name of its anamorph Fusarium graminearum, is a fungal plant pathogen which causes fusarium head blight (FHB), a devastating disease on wheat and barley.",powdery mildew of grape,"Erysiphe necator, synonym Uncinula necator, is a fungus that causes powdery mildew of grape. It is a common pathogen of Vitis species, including the wine grape, Vitis vinifera.",wheat_fusarium_head_blight,grape_powdery_mildew,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.8182,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
pbs,"The Public Broadcasting Service (PBS) is an American public broadcaster and non-commercial, free-to-air television network based in Arlington, Virginia.",peach bacterial spot,"Bacterial leaf scorch (BLS), or bacterial leaf spot, is a disease state affecting many crops, caused mainly by the xylem-plugging bacterium Xylella fastidiosa.",peach_bacterial_spot,peach_bacterial_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.4352,medium,partial: only some disease signals present,good,pathogen + symptom/crop found
bacterial spot of tomato,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",tomato bacterial spot,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",tomato_bacterial_spot,tomato_bacterial_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.8113,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
rhizomania virus,"Beet necrotic yellow vein virus (BNYVV) is a plant virus, transmitted by the plasmodiophorid Polymyxa betae. The BNYVV is a member of the genus Benyvirus and is responsible for rhizomania, a disease of sugar beet that causes proliferation of thin rootlets, and leads to a smaller tap root with reduced sugar content.",plant rhabdovirus group b,"Rhabdoviridae is a family of negative-strand RNA viruses in the order Mononegavirales. Vertebrates, invertebrates, plant",agrovoc_c_37633,agrovoc_c_e8ba1725,http://aims.fao.org/aos/agrovoc/c_37633,http://aims.fao.org/aos/agrovoc/c_e8ba1725,0,True,0.3012,good,pathogen + symptom/crop found,poor,poor phrase: 'rhabdoviridae is a family'
wheat fusarium head blight,"Gibberella zeae, also known by the name of its anamorph Fusarium graminearum, is a fungal plant pathogen which causes fusarium head blight (FHB), a devastating disease on wheat and barley.",scab of wheat,"Wheat is a group of wild and domesticated grasses of the genus Triticum. As cereals, they are cultivated for their grains, which are staple foods around the world.",wheat_fusarium_head_blight,wheat_fusarium_head_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7279,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
necrovirus,"Necrovirus was a genus of viruses. In 2012, the genus was abolished and split into two genera that still bear its name: Alphanecrovirus and Betanecrovirus.",prototheca,"Prototheca is a genus of algae in the family Chlorellaceae. While this genus is a member of the green algae, all Prototheca no longer have chloroplasts and therefore their photosynthetic ability.",agrovoc_c_32863,agrovoc_c_16021,http://aims.fao.org/aos/agrovoc/c_32863,http://aims.fao.org/aos/agrovoc/c_16021,0,False,0.1873,medium,partial: only some disease signals present,poor,poor phrase: 'is a genus of'
diabrotica virgifera,"Diabrotica virgifera is a species of beetle in the family Chrysomelidae. It is an agricultural pest species that attacks maize. It includes two subspecies, Diabrotica virgifera virgifera and Diabrotica virgifera zeae.",proteus,"In Greek mythology, Proteus is an early prophetic sea god or god of rivers and oceanic bodies of water, one of several deities whom Homer calls the ""Old Man of the Sea"".",agrovoc_c_30032,agrovoc_c_6263,http://aims.fao.org/aos/agrovoc/c_30032,http://aims.fao.org/aos/agrovoc/c_6263,0,False,0.0264,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
spm,Fungal disease of squash and cucurbits caused by Podosphaera xanthii. White powdery growth on leaves reduces photosynthe,cucurbit powdery mildew,Fungal disease of squash and cucurbits caused by Podosphaera xanthii. White powdery growth on leaves reduces photosynthe,squash_powdery_mildew,squash_powdery_mildew,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.5562,medium,partial: only some disease signals present,medium,partial: only some disease signals present
semliki forest virus,"Semliki Forest virus is an alphavirus found in central, eastern, and southern Africa. It was first isolated from mosquitoes in the Semliki Forest, Uganda by the Uganda Virus Research Institute in 1942 and described by Smithburn and Haddow.",myxoma virus,"Myxoma virus is a poxvirus in the genus Leporipoxvirus. The two broad geographic types of Myxoma virus are Californian and South American. Californian myxoma virus is found on the West Coast of the United States, the Baja Peninsula of Mexico, and the southwest coast of Canada.",agrovoc_c_35375,agrovoc_c_4274,http://aims.fao.org/aos/agrovoc/c_35375,http://aims.fao.org/aos/agrovoc/c_4274,0,False,0.0623,medium,partial: only some disease signals present,poor,poor phrase: 'myxoma virus'
asian soybean rust,"Soybean rust is a disease that affects soybeans and other legumes. It is caused by two types of fungi, Phakopsora pachyrhizi, commonly known as Asian soybean rust, and Phakopsora meibomiae, commonly known as New World soybean rust.",banana wilt,"Panama disease is a plant disease that infects banana plants. It is a wilting disease caused by the fungus Fusarium oxysporum f. The pathogen is resistant to fungicides, and its control is limited to phytosanitary measures.",soybean_rust,banana_fusarium_wilt,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
tepovirus,"Tepovirus is a genus of viruses in the order Tymovirales, in the family Betaflexiviridae. Plants as well as some other root and tuber crops in the andes serve as natural hosts.",getah virus,Getah virus is a mosquito-borne arbovirus in the Alphavirus genus. The virus was first isolated in Malaysia in 1955 from the Culex gelidus mosquito. It has been known to infect pigs but more commonly affects horses.,agrovoc_c_da7808f7,agrovoc_c_35373,http://aims.fao.org/aos/agrovoc/c_da7808f7,http://aims.fao.org/aos/agrovoc/c_35373,0,False,0.0829,poor,poor phrase: 'is a genus of',good,pathogen + symptom/crop found
tomato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late blight of potato,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7342,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
stripe rust,Fungal disease of wheat caused by Puccinia striiformis f. sp. tritici. Produces yellow-orange stripe-like pustules along,wheat stripe rust,"Wheat yellow rust, also known as wheat stripe rust, is one of the three major wheat rust diseases, along with stem rust of wheat and leaf rust.",wheat_stripe_rust,wheat_stripe_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.1419,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
late blight disease,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",tomato blight,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions th,late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7606,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
hydrotaea irritans,"Hydrotaea is a genus of insects in the housefly family, Muscidae. They occur in most regions of the world but are more populous in warmer climates. They are often found on feces in summer months, and are therefore generally found in close proximity to livestock.",plant rhabdovirus group b,"Rhabdoviridae is a family of negative-strand RNA viruses in the order Mononegavirales. Vertebrates, invertebrates, plant",agrovoc_c_30564,agrovoc_c_e8ba1725,http://aims.fao.org/aos/agrovoc/c_30564,http://aims.fao.org/aos/agrovoc/c_e8ba1725,0,False,0.001,poor,poor phrase: 'is a genus of',poor,poor phrase: 'rhabdoviridae is a family'
